,incident_number,description,category_full,ci_name,owner_group,urgency,priority,sla
3307,I230421_000252,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_202_D_HC_HV_GEO_ON; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0426807360;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0426807360;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1682107, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1056990354",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3308,I230421_000248,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_ORA_WIN_PROD_ON; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000058;SARE.FEX_0053_101_D_ORA_WIN_PROD_ON;JOBP;0426836505;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000058;SARE.FEX_0053_101_D_ORA_WIN_PROD_ON;JOBP;0426836505;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1682106, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1056980182",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3309,I230424_000291,"Trigger: OpsCenter (s260s11/SLTP99A): 4082 Active Job 708291 Running Longer than 1 Day(s) 1 Hour(s) minutes
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Alert Raised on: April 24, 2023 9:20 PM Job: 708291 Tree Type : Server  Tree Name : ALL MASTER SERVERS Nodes : s260s11.roquette.corp.priv Job Policy: HC_HV_GEO_ON Client: SLTP99A Alert Policy: Job hung OpsCenter Server: S101A385 Comment:  
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Alert Policy:Job hung, Client:SLTP99A, Comment, Date:April 24, 2023 9:20 PM, Exit Status, Job:708291, Job Policy:HC_HV_GEO_ON, New State, Nodes:s260s11.roquette.corp.priv, Opened at:1682364, OpsCenter Server:S101A385, RT:CORP_ISC_Storage_Backup, SNMP:traps, Severity:Warning, Tree Name:ALL MASTER SERVERS, Tree Type:Server
Host: S101A385
Host group: Lestrem/Windows, SARE, Windows/Lestrem
Host description: 
Zabbix event ID: 1059681860",Incidents/Infrastructure/ERP/Backup,S101A385,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3310,I230424_000292,"Trigger: OpsCenter (s260s11/SLTP99A): 4081 Active Job 707787 Running Longer than 1 Day(s) 1 Hour(s) minutes
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Alert Raised on: April 24, 2023 9:20 PM Job: 707787 Tree Type : Server  Tree Name : ALL MASTER SERVERS Nodes : s260s11.roquette.corp.priv Job Policy: HC_HV_GEO_ON Client: SLTP99A Alert Policy: Job hung OpsCenter Server: S101A385 Comment:  
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Alert Policy:Job hung, Client:SLTP99A, Comment, Date:April 24, 2023 9:20 PM, Exit Status, Job:707787, Job Policy:HC_HV_GEO_ON, New State, Nodes:s260s11.roquette.corp.priv, Opened at:1682364, OpsCenter Server:S101A385, RT:CORP_ISC_Storage_Backup, SNMP:traps, Severity:Warning, Tree Name:ALL MASTER SERVERS, Tree Type:Server
Host: S101A385
Host group: Lestrem/Windows, SARE, Windows/Lestrem
Host description: 
Zabbix event ID: 1059681789",Incidents/Infrastructure/ERP/Backup,S101A385,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3311,I230423_000086,"Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_W_ORA_WIN_LOG_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000059;SARE.FEX_0053_101_W_ORA_WIN_LOG_PROD;JOBP;0427464328;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000059;SARE.FEX_0053_101_W_ORA_WIN_LOG_PROD;JOBP;0427464328;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1682253, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1058503313",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3312,I230405_000275,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_HYPERV_2016_CLU-LOC-235_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_D_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0420871432;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_D_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0420871432;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1680731, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1042525186",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3313,I230409_000084,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_260_W_HC_HV_GEO_ON; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000252;SARE.FEX_0053_260_W_HC_HV_GEO_ON;JOBP;0422240818;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000252;SARE.FEX_0053_260_W_HC_HV_GEO_ON;JOBP;0422240818;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1681082, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1046119516",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3314,I230409_000073,"Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0422340370;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0422340370;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1681074, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1046033810",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3315,I230409_000074,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0422340370;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0422340370;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1681074, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1046033809Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0422340370;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_W_HYPERV_2016_CLU-LOC-235_PROD;JOBP;0422340370;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1681074, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1046033810",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3316,I230409_000061,"Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_273_W_ACTIVE_DIRECTORY; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000087;SARE.FEX_0053_273_W_ACTIVE_DIRECTORY;JOBP;0422310535;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000087;SARE.FEX_0053_273_W_ACTIVE_DIRECTORY;JOBP;0422310535;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1681060, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1045896940",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3317,I230409_000071,"Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_202_W_HC_HV_GEO_ON; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_W_HC_HV_GEO_ON;JOBP;0422331832;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_W_HC_HV_GEO_ON;JOBP;0422331832;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1681071, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1046006471",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3318,I230404_000316,"Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_202_D_SQL_LOG_PRIME; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000025;SARE.FEX_0053_202_D_SQL_LOG_PRIME;JOBP;0420382694;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000025;SARE.FEX_0053_202_D_SQL_LOG_PRIME;JOBP;0420382694;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1680609, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1041268192",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3319,I230403_000340,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_202_D_HC_HV_GEO_ON; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0420089717;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0420089717;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1680555, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1040648651",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3320,I230404_000412,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_202_D_FS_WIN_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000058;SARE.FEX_0053_202_D_FS_WIN_PROD;JOBP;0420478265;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000058;SARE.FEX_0053_202_D_FS_WIN_PROD;JOBP;0420478265;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1680633, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1041508699",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3321,I230411_000270,"Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_202_D_HC_HV_GEO_ON; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0423083799;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0423083799;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1681244, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1047782750",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3322,I230403_000347,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_260_D_HC_HV_GEO_ON; completed with status ENDED_LOST - ended undefined (host terminated prematurely).;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_LOST - ended undefined (host terminated prematurely).;1815;0000000000000000;SARE.FEX_0053_260_D_HC_HV_GEO_ON;JOBP;0419997212;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_LOST - ended undefined (host terminated prematurely).;1815;0000000000000000;SARE.FEX_0053_260_D_HC_HV_GEO_ON;JOBP;0419997212;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1680562, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1040727283",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3323,I230404_000014,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_SQL_PROD_ON_NOLOG_NOSCRIPT; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000002;SARE.FEX_0053_101_D_SQL_PROD_ON_NOLOG_NOSCRIPT;JOBP;0420208495;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000002;SARE.FEX_0053_101_D_SQL_PROD_ON_NOLOG_NOSCRIPT;JOBP;0420208495;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1680574, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1040843719",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3324,I230404_000062,"Trigger: E: Disk space is low (used > 85%)
Responsible team: CORP_ISC_Wintel
Trigger description: Space used >85
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem E:, FSNAME:E:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S294S12
Host group: Portage/Windows, SARE, Windows/Portage
Host description: 
Zabbix event ID: 1040988375",Incidents/Infrastructure/ERP/Backup,S294S12,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3325,I230421_000230,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_ORA_WIN_LOG_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000059;SARE.FEX_0053_101_D_ORA_WIN_LOG_PROD;JOBP;0426793140;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000059;SARE.FEX_0053_101_D_ORA_WIN_LOG_PROD;JOBP;0426793140;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1682094, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1056858575",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3326,I230421_000231,"Trigger: Thresholded job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_ORA_WIN_LOG_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000059;SARE.FEX_0053_101_D_ORA_WIN_LOG_PROD;JOBP;0426793140;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000059;SARE.FEX_0053_101_D_ORA_WIN_LOG_PROD;JOBP;0426793140;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1682094, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1056858576",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3327,I230418_000277,"Trigger: OpsCenter (s202s11/S202A50): 4078 Active Job 224589 Running Longer than 1 Day(s) 1 Hour(s) minutes
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Alert Raised on: April 18, 2023 8:40 PM Job: 224589 Tree Type : Server  Tree Name : ALL MASTER SERVERS Nodes : s202s11.roquette.corp.priv Job Policy: HC_HV_GEO_ON Client: S202A50 Alert Policy: Job hung OpsCenter Server: S101A385 Comment:  
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Alert Policy:Job hung, Client:S202A50, Comment, Date:April 18, 2023 8:40 PM, Exit Status, Job:224589, Job Policy:HC_HV_GEO_ON, New State, Nodes:s202s11.roquette.corp.priv, Opened at:1681843, OpsCenter Server:S101A385, RT:CORP_ISC_Storage_Backup, SNMP:traps, Severity:Warning, Tree Name:ALL MASTER SERVERS, Tree Type:Server
Host: S101A385
Host group: Lestrem/Windows, SARE, Windows/Lestrem
Host description: 
Zabbix event ID: 1054237638",Incidents/Infrastructure/ERP/Backup,S101A385,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
